,currentLocation,participantId,currentMode
916,POINT (-4504.9223128867225 5038.13663307764),916,AtHome
917,POINT (-3778.272591852368 7180.856465606073),917,AtHome
918,POINT (-1389.733859695731 3820.595112731895),918,AtHome
919,POINT (-3677.241769337657 6948.539452042261),919,AtHome
920,POINT (-3676.849440437668 6936.563544171536),920,AtHome
921,POINT (-4149.797185986286 5460.883891589355),921,AtHome
922,POINT (-1438.7234830633947 3815.642678835274),922,AtHome
923,POINT (-3588.2357835298653 7339.574011198801),923,AtHome
924,POINT (-4211.4443748655885 5746.171105081376),924,AtHome
925,POINT (-3781.03695793901 7449.0889006694815),925,AtHome
926,POINT (-368.53259505516115 3629.325206786423),926,AtHome
927,POINT (-372.8116493477661 3625.3493881962586),927,AtHome
928,POINT (-3238.805104313656 7221.338533379569),928,AtHome
929,POINT (-3258.2451298192673 6635.896412525215),929,AtHome
930,POINT (-379.33838264260726 3602.3194386632076),930,AtHome
931,POINT (-3575.5938269792605 5871.3108212677735),931,AtHome
932,POINT (-3194.541192984135 7213.091093857307),932,AtHome
933,POINT (-4512.776657169672 4805.689058320287),933,AtHome
934,POINT (-744.821428567313 1304.1195043438843),934,AtHome
935,POINT (-4493.440588728231 4790.896518958078),935,AtHome
936,POINT (-3333.607348983237 7509.648003413355),936,AtHome
937,POINT (-3319.2439490653433 7530.674934822572),937,AtHome
938,POINT (-2994.597475093336 5987.857434160499),938,AtHome
939,POINT (-4109.71055680257 5244.836252760056),939,AtHome
940,POINT (-3293.686734912336 6611.326879209524),940,AtHome
941,POINT (-3266.7575817555253 6613.38394303702),941,AtHome
942,POINT (-3790.0547245606476 6426.918155755548),942,AtHome
943,POINT (-4195.94017028859 4882.223905810497),943,AtHome
944,POINT (2111.100769701764 4063.0561713955035),944,AtHome
945,POINT (-3411.7730384111137 6038.17062412),945,AtHome
946,POINT (-3298.2315275483497 6628.97049603114),946,AtHome
947,POINT (-1497.2058706321964 978.3110915491427),947,AtHome
948,POINT (341.1115359914733 4747.94016263901),948,AtHome
949,POINT (-3402.3674742879793 7147.916999015995),949,AtHome
950,POINT (2177.9443871208114 5021.823397692597),950,AtHome
951,POINT (-3234.3863128697435 6381.881556924174),951,AtHome
952,POINT (2182.5352931743437 5043.293217415122),952,AtHome
953,POINT (414.46800938953857 4749.751129616142),953,AtHome
954,POINT (-3389.8605896499735 7142.504036313241),954,AtHome
955,POINT (-1487.49560729855 951.6054633507447),955,AtHome
956,POINT (-1703.8331328252648 1839.326639110795),956,AtHome
957,POINT (-3861.2079592340287 7444.404782879035),957,AtHome
958,POINT (823.9669889960232 337.7443506549204),958,AtHome
959,POINT (-3275.5413869405384 7307.0747295437295),959,AtHome
960,POINT (-483.6070831695373 5757.9034671816335),960,AtHome
961,POINT (-417.50580539630477 1764.048197531049),961,AtHome
962,POINT (-3406.134480646205 7307.143561429393),962,AtHome
963,POINT (-430.3662269508244 1751.7543151621858),963,AtHome
964,POINT (-4344.171179961426 7514.790455585906),964,AtHome
965,POINT (-410.0764968922995 1747.26222881083),965,AtHome
966,POINT (-433.2796618299616 1770.770016461628),966,AtHome
967,POINT (-4058.609920213049 5169.767445184374),967,AtHome
968,POINT (-4199.1433175908305 5555.170642159958),968,AtHome
969,POINT (-1511.7645719761797 1896.827827854746),969,AtHome
970,POINT (691.9240174727879 331.74200714208257),970,AtHome
971,POINT (2405.1302538902714 4033.1838921950034),971,AtHome
972,POINT (-4295.645133552066 4891.172968322428),972,AtHome
973,POINT (2199.8523676887808 5268.126362996234),973,AtHome
974,POINT (-4220.201403279257 5010.085908859293),974,AtHome
975,POINT (-1770.813085589012 2625.994824798966),975,AtHome
976,POINT (-1796.8494404619064 2615.2990392254947),976,AtHome
977,POINT (-4431.071903516416 4986.187406538733),977,AtHome
978,POINT (-4436.017644082696 7441.489320527886),978,AtHome
979,POINT (-4449.477643097176 7416.196113468578),979,AtHome
980,POINT (-4349.309091776295 7213.541765056712),980,AtHome
981,POINT (-4600.062111656344 4996.27411890603),981,AtHome
982,POINT (1254.2387191852774 1545.2607913003292),982,AtHome
983,POINT (1256.3141156257354 1566.7972243994398),983,AtHome
984,POINT (-1596.1095253257768 3807.2089986005285),984,AtHome
985,POINT (-2060.173078226845 2741.7778823512554),985,AtHome
986,POINT (-2031.9986229091098 2793.698092899543),986,AtHome
987,POINT (-2363.9819437449723 2583.0203046584083),987,AtHome
988,POINT (-2374.205219303569 2585.3543368253213),988,AtHome
989,POINT (-4307.0687144620915 6674.080324564559),989,AtHome
990,POINT (-3488.304931264468 6529.420455091727),990,AtHome
991,POINT (-1062.3917750966539 3462.1311770701623),991,AtHome
992,POINT (1033.4080922685016 424.13877539643045),992,AtHome
993,POINT (732.879247406784 2084.694821357077),993,AtHome
994,POINT (-3545.910685650366 6509.50131238698),994,AtHome
995,POINT (-4103.419028947852 7311.367585130046),995,AtHome
996,POINT (-4120.978123665163 7366.776355683984),996,AtHome
997,POINT (-1837.9837460557421 3486.590646023064),997,AtHome
998,POINT (-4250.106202053015 5322.2509749126475),998,AtHome
999,POINT (2113.146319828208 5099.0139780453665),999,AtHome
1000,POINT (140.48501119579873 812.4529043932611),1000,AtHome
1001,POINT (920.6524260563766 2571.673518234092),1001,AtHome
1002,POINT (-2248.739022493608 2668.5747681383655),1002,AtHome
1003,POINT (-4252.8301145641735 5265.662887136043),1003,AtHome
1004,POINT (-2471.693364419926 3276.022483871138),1004,AtHome
1005,POINT (-4178.755445778288 5234.961352662549),1005,AtHome
1006,POINT (-4227.972595816516 5315.296143771051),1006,AtHome
1007,POINT (-3964.6025264990335 6565.967796707195),1007,AtHome
1008,POINT (-2153.571909256819 2521.0884089647766),1008,AtHome
1009,POINT (-2362.9727109189403 4883.851861188674),1009,AtHome
1010,POINT (-2100.356963979903 2596.3428032369716),1010,AtHome
